Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
^X?PAT\s+[^\n]{900};14;10600;11489;1;900;900;900;1,703843;12;27;257266;Text generated.
^X?PAT\s+[^\n]{920};13;10045;10955;1;920;920;920;1,676319;12;27;265450;Text generated.
^X?PAT\s+[^\n]{940};13;10285;11215;1;940;940;940;1,733759;12;27;275563;Text generated.
^X?PAT\s+[^\n]{960};13;10525;11475;1;960;960;960;1,791999;12;27;285006;Text generated.
^X?PAT\s+[^\n]{980};13;10765;11735;1;980;980;980;1,851039;12;27;293803;Text generated.
^X?PAT\s+[^\n]{1000};17;10124;11110;1;1000;1000;1000;1,826874;12;27;301730;Text generated.
^X?PAT\s+[^\n]{1020};37;10654;11640;1;1020;1020;1020;2,176544;12;27;308397;Text generated.
^X?PAT\s+[^\n]{1020};37;10654;11640;1;1020;1020;1020;2,176544;12;27;317434;Text generated.
^X?PAT\s+[^\n]{1040};56;10647;11634;1;1040;1040;1040;2,83767;12;27;328804;Text generated.
^X?PAT\s+[^\n]{1060};69;10025;11019;1;1060;1060;1060;3,804003;12;27;341077;Text generated.
